3317,1.2,1
1326,315,0
5123,324,1
4095,319,1
1887,62,1
3033,63,1
4540,0.75,1
5773,1.16667,2
2808,61,0
1420,0.983333,3
1504,347,0
2026,342,0
955,62,0
2070,60,0
6663,61,0
1515,0.866667,2
6975,63,0
6190,317,0
1750,322,0
52,63,0
5326,343,0
6481,338,0
151,62,1
5351,319,1
1274,62,0
4086,345,0
3434,60,0
4755,0.333333,0
81,62,0
2008,334,0
5912,325,0
3976,349,0
6506,337,0
4367,63,1
3014,61,0
3155,300,0
3825,343,1
6230,330,1
1338,62,0
1352,316,0
205,302,0
4665,317,0
3492,60,0
6020,0.25,0
2765,61,0
4274,305,0
90,314,1
2502,338,1
6690,60,1
1774,0.616667,2
5462,63,0
526,60,1
1894,307,1
2231,62,1
5176,313,1
3333,63,0
2548,62,0
6685,1,1
2885,328,0
1816,0.8,0
2028,317,0
1424,63,0
4934,62,0
1059,63,0
37,63,1
6773,303,1
4541,327,0
5100,60,1
2500,0.816667,1
4449,323,0
2566,0.533333,3
3359,1.18333,1
337,61,1
5371,321,0
2173,62,0
590,0.35,0
1361,349,0
5999,326,0
1149,301,0
2953,0.25,0
4782,61,1
5472,0.266667,1
3720,1.18333,1
5954,61,0
4251,339,0
2297,1.06667,0
5407,324,1
5608,331,1
4727,308,0
4186,304,0
3274,63,0
6163,62,0
3088,0.35,0
3969,61,0
3131,60,0
3578,62,0
1644,0.55,1
906,0.4,1
1883,310,1
528,313,0
1563,63,0
4320,328,1
3443,61,1
6598,317,1
4995,62,0
75,349,0
2976,326,0
1492,342,0
988,61,0
4722,345,0
3755,0.283333,0
6981,303,0
17,326,0
1988,334,0
4012,345,1
2722,324,1
1889,63,1
2245,0.583333,0
1202,62,0
1943,60,0
6112,333,0
6499,1.03333,0
3262,0.4,0
1670,348,0
2342,315,0
1174,60,0
5503,338,0
104,60,0
901,62,0
2690,342,0
6347,347,0
4708,0.583333,0
5061,330,0
